product_item_id,shopify_id,sku,title,status,quantity,listing_max_platform_stock,compare_price,price,merch_avail,merch_sale_price,spend_30d,clicks_30d
6986418749601,6986418749601,,LED T45 E27 4W Filament Amber Glass 2700K Dimmable Bulb(Energy Saving)~1198,active,,,,,IN_STOCK,2.99,0.00,0
7982347092218,7982347092218,,Chrome Ceiling Lamp E27 Screw Pendant Adjustable Cord Hanging Shade Fixture ~4185,active,,,,,IN_STOCK,10.89,0.00,0
7099592409249,7099592409249,,Retro Industrial Metal Pendant Light – Vintage Suspended Ceiling Fixture~1130,active,,,,,IN_STOCK,,0.00,0
8017199005946,8017199005946,,2-5 Outle Rectangular Ceiling Rose ~4958,active,,,,,IN_STOCK,,0.00,0
4417260519520,4417260519520,,5V 150W LED Transformer 30A Power Supply AC to DC~ 3278,active,,,,,IN_STOCK,,0.00,0
4536795725920,4536795725920,,Easy Fit Drum Lampshade Pendant Light Shade Brushed Copper Colour~2449,active,,,,,IN_STOCK,,0.00,0
6999300178081,6999300178081,,Light Hanging Pendant Light – E27 Base | Model 1188,active,,,,,IN_STOCK,,0.00,0
7542240248058,7542240248058,,Industrial Hanging White Pattern Lamp shade Metal Loft Nordic Party Decor ~3444,active,,,,,IN_STOCK,,0.00,0
8009861333242,8009861333242,,Galvanized Iron Pipe Fittings Conduit Junction Box~4639,active,,,,,IN_STOCK,,0.00,0
8004050977018,8004050977018,,5 way ¾ inch BSP Malleable Iron Galvanized Pipe Light Fittings  Accessories ~4517,active,,,,,IN_STOCK,,0.00,0
5474398765217,5474398765217,,White Retro Style Coolie Tapered Metal Ceiling Pendant Lampshade ~2081,active,,,,,IN_STOCK,13.49,0.00,0
14893571899778,14893571899778,,Industrial Conduit Flush Mount Ceiling Light Kit Fixture ~ 5695,active,,,,,IN_STOCK,33.79,0.00,0
4523828150368,4523828150368,,Vintage Shade Metal Retro Green Colour Wall Light for Style Home~2516,active,,,,,IN_STOCK,,0.00,0
8026824245498,8026824245498,,Glass Crackle Mosaic Globe Shape hanging Pendant Light Decorating~4990,active,,,,,IN_STOCK,,0.00,0
7982900707578,7982900707578,,"2Pack Brushed Copper Pendant Light,E27 Lamp Holder Hanging Light,PVC Cable~4234",active,,,,,IN_STOCK,,0.00,0
5282439004321,5282439004321,,Modern Industrial Light Lamp Shades~2186,active,,,,,IN_STOCK,8.68,0.00,0
8004344152314,8004344152314,,GALVANISED MALLEABLE IRON Bend 90 Elbow PIPE FITTINGS~4523,active,,,,,IN_STOCK,,0.00,0
4489723248736,4489723248736,,Vintage Industrial Metal Ceiling Pendant Shade Modern Hang Retro Pendant Light~2672,active,,,,,IN_STOCK,,0.00,0
4417284702304,4417284702304,,ES E27 Bottle Shape Lamb Holder ~2974,active,,,,,IN_STOCK,2.85,0.00,0
14965146714498,14965146714498,,5 Pack Strain Reliefs M10 Cord Grips Clamps for Lights - 6046,active,,,,,IN_STOCK,,0.00,0
7983355592954,7983355592954,,Industrial Vintage 3-Light Ceiling Chandelier with Barn-Style Shades~4301,active,,,,,IN_STOCK,30.89,0.00,0
5474398765217,5474398765217,,White Retro Style Coolie Tapered Metal Ceiling Pendant Lampshade ~2081,active,,,,,IN_STOCK,,0.00,0
6986418749601,6986418749601,,LED T45 E27 4W Filament Amber Glass 2700K Dimmable Bulb(Energy Saving)~1198,active,,,,,IN_STOCK,,0.00,0
7606776889594,7606776889594,,Industrial indoor Swan neck Wall light~3623,active,,,,,IN_STOCK,,0.00,0
7684507730170,7684507730170,,2M Plug In Pendant hemp with Switch and Holder Black ~3870,active,,,,,IN_STOCK,9.89,0.00,0
5806505328801,5806505328801,,Ceiling Blue Pendant Shade Modern Hemp Hanging Retro Light~1933,active,,,,,IN_STOCK,,0.00,0
5911744282785,5911744282785,,Modern Large Ceiling Black Metal Dome Pendant Light ~1845,active,,,,,IN_STOCK,,0.00,0
6061345177761,6061345177761,,Dome Ceiling Light for Living Room~1634,active,,,,,IN_STOCK,,0.00,0
4417284702304,4417284702304,,ES E27 Bottle Shape Lamb Holder ~2974,active,,,,,IN_STOCK,,0.00,0
8011000381690,8011000381690,,Ceiling Rose Base Hook Plate Holder Fitting Chandelier spider Accessories~4777,active,,,,,IN_STOCK,,0.00,0
4523827232864,4523827232864,,Shade Metal Wall Light White Colour with Switch Holder Brushed Effect~2525,active,,,,,IN_STOCK,,0.00,0
7684507730170,7684507730170,,2M Plug In Pendant hemp with Switch and Holder Black ~3870,active,,,,,IN_STOCK,,0.00,0
4448091897952,4448091897952,,120mm Chrome Metal 4 Outlet Ceiling Rose Pendant Light Fitting ~2789,active,,,,,IN_STOCK,,0.00,0
4417293221984,4417293221984,,Black Metal Vase Cage Lampshade | Modern Easy Fit Light Shade ~2850,active,,,,,IN_STOCK,,0.00,0
6026302390433,6026302390433,,Yellow Brass Industrial Vintage Wall Sconce Light E27~1693,active,,,,,IN_STOCK,,0.00,0
7691129291002,7691129291002,,Retro Easy Fit Yellow Mug Pendant Light Shade E27 13cm~3890,active,,,,,IN_STOCK,8.39,0.00,0
7697310384378,7697310384378,,Vintage Retro 3 Way E27 Industrial White Cage Ceiling Pendant Light~3943,active,,,,,IN_STOCK,,0.00,0
14893571899778,14893571899778,,Industrial Conduit Flush Mount Ceiling Light Kit Fixture ~ 5695,active,,,,,IN_STOCK,,0.00,0
7697310384378,7697310384378,,Vintage Retro 3 Way E27 Industrial White Cage Ceiling Pendant Light~3943,active,,,,,IN_STOCK,38.89,0.00,0
8011902058746,8011902058746,,1M/5M/10M 3 Core Twisted Ivory Fabric Lamp Cord Cable-0.75mm ~4868,active,,,,,IN_STOCK,2.23,0.00,0
4417260519520,4417260519520,,5V 150W LED Transformer 30A Power Supply AC to DC~ 3278,active,,,,,IN_STOCK,11.79,0.00,0
6061344293025,6061344293025,,Red Semi-Flush Ceiling Light for Modern Home Decor~1638,active,,,,,IN_STOCK,,0.00,0
5911744282785,5911744282785,,Modern Large Ceiling Black Metal Dome Pendant Light ~1845,active,,,,,IN_STOCK,16.71,0.00,0
4536795725920,4536795725920,,Easy Fit Drum Lampshade Pendant Light Shade Brushed Copper Colour~2449,active,,,,,IN_STOCK,3.99,0.00,0
8115366265082,8115366265082,,Retro Artwork Wall Clock – Decorative Flower Design~5182,active,,,,,IN_STOCK,,0.00,0
14879114002818,14879114002818,,Vintage Metal E27 Cone shade Ceiling Pendant Light Adjustable Cord-5629,active,,,,,IN_STOCK,,0.00,0
8021874147578,8021874147578,,Vintage Industrial Cone Metal Pendant Lamp Shade E27~4974,active,,,,,IN_STOCK,8.89,0.00,0
7691129291002,7691129291002,,Retro Easy Fit Yellow Mug Pendant Light Shade E27 13cm~3890,active,,,,,IN_STOCK,,0.00,0
8021874147578,8021874147578,,Vintage Industrial Cone Metal Pendant Lamp Shade E27~4974,active,,,,,IN_STOCK,,0.00,0
4592990716000,4592990716000,,Barn Light Metal Shades For Lamps ~2264,active,,,,,IN_STOCK,,0.00,0
4590456864864,4590456864864,,LEDSone Vintage Plug in Wall Sconces ~2273,active,,,,,IN_STOCK,,0.00,0
5320834285729,5320834285729,,2/3 Way Electrical Connectors Wire Block Clamp Clips Fast Cable Reusable Lever~2163,active,,,,,IN_STOCK,,0.00,0
8010522525946,8010522525946,,Adjustable E27 Wall Light Black Wall Sconce Lamp ~4737,active,,,,,IN_STOCK,8.39,0.00,0
4417282474080,4417282474080,,3 Core Twisted Brown Multi Tweed Vintage Electric fabric Cable Flex 0.75mm~3004,active,,,,,IN_STOCK,,0.00,0
7570088558842,7570088558842,,2.5cm BSP  Industrial Pipe Fittings ~3540,active,,,,,IN_STOCK,,0.00,0
8017199005946,8017199005946,,2-5 Outle Rectangular Ceiling Rose ~4958,active,,,,,IN_STOCK,9.49,0.00,0
8011000381690,8011000381690,,Ceiling Rose Base Hook Plate Holder Fitting Chandelier spider Accessories~4777,active,,,,,IN_STOCK,2.19,0.00,0
6542267646113,6542267646113,,Indoor Retro Sconce Wall Light Fitting Fixture ~1616,active,,,,,IN_STOCK,,0.00,0
14875084423554,14875084423554,,AC to DC Constant Current Supply G4 MR11 MR16 Pack 2 ~5595,active,,,,,IN_STOCK,10.69,0.00,0
